resetetetg
ACCT|GENDER|ID1|ID2|DECIMAL_COLUMN|DATE_COLUMN|FIRST_NAME|LAST_NAME|ANY_NAME|ORG_NAME|FULL_NAME|CAL|SIN|NARROW
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
UNBVC2f345|23|45646|5.45678|2023-04-05|coll|pol|sdc|sfss|add adad|sdfsfsfss|46464646474|sjfjfjfjfjfjf
TDR DHH

sed '1,2!b;/^$/d' filename | awk '!a[$1]++'

